Message_id,Person Who Felt the Emotion,Gender,Cause
s4315_bolly,speaker,,expressing love openly
s4316_bolly,speaker,,expressing love openly
s4317_bolly,Major Kishan Rao,Male,failing to fulfil a challenge
s4318_bolly,Major Kishan Rao,Male,inability to fulfill a challenge
s4319_bolly,speaker,,expressing love openly
s4320_bolly,Banoo,Female,showing shame in front of a close one
s4321_bolly,Banoo,Female,showing shame in front of a close one
s4322_bolly,Jehangir and Khurram,Male,starting a war
s4323_bolly,criminal,,committing crimes
s4324_bolly,speaker,likely male,negligence leading to death
s4325_bolly,man,male,public display of affection
s4326_bolly,Speaker,Female,Inappropriate demand or behavior
s4327_bolly,person hitting the wounded man,likely male,violence towards a vulnerable individual
s4328_bolly,Prince,Male,falling in love with someone inappropriate
s4329_bolly,woman,female,not maintaining modesty
s4330_bolly,student,,wasting time and not focusing on studies
s4331_bolly,Dhatto,Male,Misbehaving with women
s4332_bolly,daughter-in-law,Female,sending her husband to mental asylum
s4333_bolly,Tanu,Female,Inappropriate behavior towards Pappi
s4334_bolly,Tanu,Female,Not reciprocating Pappi's feelings
s4335_bolly,Pappi,Male,Being obsessed with someone
s4336_bolly,Tanu,Female,excessive drinking
s4337_bolly,assaulter,Male,assaulting a girl
s4338_bolly,Mr. Sharma,Male,being shameless
s4339_bolly,speaker,,sacrificing for love
s4340_bolly,Dean,Male,inappropriate behavior towards daughter-in-law
s4341_bolly,stage dancers,female,profession as a dancer
s4342_bolly,Ghanshyam,Male,inappropriate behavior with a woman
s4343_bolly,man,male,lack of empathy and responsibility
s4344_bolly,woman,female,sexual harassment
s4345_bolly,friend,male,objectifying a woman
s4346_bolly,friend,Female,being kidnapped
s4347_bolly,girl,female,inappropriate behavior
s4348_bolly,son,male,being accused of something
s4349_bolly,accuser,,false accusation
s4350_bolly,brother,Male,lying and attacking
s4351_bolly,speaker,likely female,promiscuity
s4352_bolly,speaker,likely female,promiscuity
s4353_bolly,Dhanpau,Male,Acting in front of others
s4354_bolly,society,,living a life without purpose or meaning
s4355_bolly,woman,female,being shameless and dishonorable
s4356_bolly,Dhanpat,Male,Acting in front of others
s4357_bolly,society,,lack of innocence and moral values
s4358_bolly,woman,female,being shameless and dishonorable
s4359_bolly,wife,female,husband's alcoholism and abusive behavior
s4360_bolly,borrowers,,not repaying debts
s4361_bolly,man,Male,physical assault and abandonment
s4362_bolly,Unnamed character,,not helping in a crisis situation
s4363_bolly,Tees Maar Khan,Male,lying about his profession
s4364_bolly,villagers,,inability to protect their children
s4365_bolly,Ashok,Male,visiting disreputable places
s4366_bolly,character being addressed,likely male,engaging in fights with low-grade street girls
s4367_bolly,girl,female,disobedience
s4368_bolly,Anand,Male,being called a goon hooligan and cheater
s4369_bolly,fiancée,Female,infidelity
s4370_bolly,Nazo,Female,Not conforming to beauty standards
s4371_bolly,poor guy,Male,expressing feelings in an unconventional way
s4372_bolly,daughter-in-law,female,not admitting mistake and asking for forgiveness
s4373_bolly,speaker,likely male,not listening to the other person
s4374_bolly,Veer,Male,being sarcastically praised for his paintings
s4375_bolly,Bombayites,,misbehavior
s4376_bolly,fiancee,Female,poor quality of food
s4377_bolly,Bombayites,,misbehavior
s4378_bolly,fiance,Male,poor quality of food
s4379_bolly,Pascal D'Souza,Male,Being a miser
s4380_bolly,Sanjay,Male,bad company and disrespectful behavior
s4381_bolly,son,male,not respecting traditional forms of addressing elders
s4382_bolly,Sanjay,Male,disrespectful language
s4383_bolly,Suman,Female,inappropriate behavior with a man
s4384_bolly,girl,female,disobedience and disrespect
s4385_bolly,daughter,female,being physically abused by her father
s4386_bolly,women,female,objectifying women
s4387_bolly,two men,Male,staring at a girl
s4388_bolly,son,Male,inappropriate behavior and relationship
s4389_bolly,Seth,Male,Disrespectful behavior
s4390_bolly,architect,male,not building a superior house
s4391_bolly,Rakesh,Male,not fulfilling professional commitments
s4392_bolly,cursed house,,association with a cursed house
s4393_bolly,groom's father,Male,not being consulted for his son's wedding
s4394_bolly,Seth Karamchand,Male,failed marriage arrangement
s4395_bolly,speaker,likely male,forced into a marriage
s4396_bolly,Lala Jagannath and Seth Karamchand,Male,opposing their children's choice of marriage partner
s4397_bolly,character 1,,dishonesty and stealing
s4398_bolly,wife,female,not behaving as per her husband's expectations
s4399_bolly,unidentified character,,not remembering someone's name
s4400_bolly,character who lost the ring,,losing a valuable item
s4401_bolly,son,male,being abducted by a girl
s4402_bolly,character,likely male,worrying about the bill instead of the lost ring
s4403_bolly,son,male,being abducted by a girl
s4404_bolly,character being addressed,likely male,not recognizing own relatives
s4405_bolly,man,Male,getting beaten up and seeking help
s4406_bolly,woman,Female,being a sex worker
s4407_bolly,Khaleeli,Male,promoting terrorism
s4408_bolly,talking man,Male,inappropriate behavior
s4409_bolly,group of people,,inability to catch a boy
s4410_bolly,Indian boy,Male,inability to catch a single person
s4411_bolly,woman,female,being shameless
s4412_bolly,man,male,inappropriate conversation
s4413_bolly,group of men,Male,incompetence
s4414_bolly,Indian boy,Male,inability to catch a person
s4415_bolly,Mohini,Female,Roaming late at night
s4416_bolly,father,male,inappropriate behavior towards daughter
s4417_bolly,speaker himself,male,lying about someone's identity
s4418_bolly,son,male,lying about his father
s4419_bolly,man,male,infidelity
s4420_bolly,man,male,persistent and unwanted attention
s4421_bolly,character being spoken to,not specified,infidelity
s4422_bolly,businessman,male,unethical business practices
s4423_bolly,speaker,female,being dependent on someone else
s4424_bolly,girl,female,betrayal
s4425_bolly,Priest,Male,Disrespecting women and misrepresenting religion
s4426_bolly,Muslim man,Male,disrespecting women
s4427_bolly,Muslims,,causing humiliation to their community
s4428_bolly,man,male,changing clothes in presence of opposite gender
s4429_bolly,man,male,public urination
s4430_bolly,Mahatma Gandhi,Male,Disrespecting and mocking
s4431_bolly,Gandhi,Male,perceived betrayal or wrong decisions
s4432_bolly,Englishmen,Male,Plundering and exploiting India
s4433_bolly,Congress,,compromising principles
s4434_bolly,kids,,inappropriate behavior in public
s4435_bolly,man,male,being perverted
s4436_bolly,two characters,both genders,infidelity and inappropriate sexual advances
s4437_bolly,character from Delhi,,thinking about sex
s4438_bolly,unidentified character,,inappropriate behavior
s4439_bolly,bandit,male,terrorizing women
s4440_bolly,bandit,male,terrorizing women
s4441_bolly,Raghu's wife,Female,Gossip/Scandal
s4442_bolly,person being chased,,stealing or withholding something
s4443_bolly,character 1,likely male,looking at character 2 instead of the moon
s4444_bolly,speaker,,causing an accident
s4445_bolly,speaker,likely male,incompetence
s4446_bolly,Khatri,Male,theft and lying
s4447_bolly,character being addressed,Not specified,not upholding cultural values
s4448_bolly,gossipers,likely female,gossiping and spreading rumors
s4449_bolly,gossipers,,gossiping about others
s4450_bolly,gossiping woman,female,gossiping and spreading rumors
s4451_bolly,Sujata's acquaintance,Female,Arrogant behavior
s4452_bolly,unidentified characters,,greed and exerting too much right
s4453_bolly,mother,female,doubting her son
s4454_bolly,character being shamed,likely male,betrayal and siding with oppressors
s4455_bolly,woman,female,questioning her virtue
s4456_bolly,Bapu,Male,thinking of remarriage despite having a young son
s4457_bolly,son,male,disrespecting and ordering his father
s4458_bolly,Mihir,Male,not performing up to expectations
s4459_bolly,husband,Male,neglecting responsibilities
s4460_bolly,Vidya,Female,Watching TV alone
s4461_bolly,Sunny,Male,Spoiling daughter
s4462_bolly,men,male,lack of privacy and manners
s4463_bolly,character,male,inappropriate behavior
s4464_bolly,unidentified character,,disrespecting elders
s4465_bolly,Savri,Female,not having a toilet and having many children
s4466_bolly,Panditji,Male,Hypocrisy in following social norms
s4467_bolly,Panditji,Male,Public urination and hypocrisy
s4468_bolly,policemen,Male,Inefficiency or corruption
s4469_bolly,policemen,Male,Inefficiency or corruption
s4470_bolly,Happy Uncle,Male,not understanding the importance of condoms
s4471_bolly,Dick,Male,Body shaming overweight)
s4472_bolly,blind man,male,physical harassment
s4473_bolly,Soprano,Male,Being the worst villain
s4474_bolly,character being addressed,,inappropriate behavior towards a woman
s4475_bolly,Soprano,Male,losing to less capable opponents
s4476_bolly,girl,female,defying parental authority and societal norms
s4477_bolly,Mr. Chodri,Male,Mistakes made by his son
s4478_bolly,Mr. Chodri,Male,Mistakes made due to anger and hatred
s4479_bolly,girl,female,defying parental authority and societal norms
s4480_bolly,Mr. Chodri,Male,Mistakes made by his son
s4481_bolly,Mr. Chodri,Male,Mistakes made due to anger and hatred
s4482_bolly,Chief,Male,asking for a woman's hand in marriage
s4483_bolly,girl,female,inappropriate behavior in front of parents
s4484_bolly,individual,likely male,inappropriate behavior in front of parents
s4485_bolly,wrestler,Male,fear of a puppy
s4486_bolly,character being addressed,likely male,behaving shamelessly in public
s4487_bolly,thief,Male,stealing and dying in someone's house
s4488_bolly,heroine,Female,sexual exploitation
s4489_bolly,son,male,not fulfilling parents' expectations
s4490_bolly,man,Male,being rejected for marriage
s4491_bolly,sons,male,killing their mother for money
s4492_bolly,speaker,male,personal appearance
s4493_bolly,Shankar,Male,being educated and not willing to do manual work
s4494_bolly,Mr. Vikram,Male,Insulting the speaker
s4495_bolly,Anu,Female,Being moody
s4496_bolly,Ajit's daughter,Female,promiscuity
s4497_bolly,girl,female,lying or dishonesty
s4498_bolly,Faiz Ali,Male,poverty
s4499_bolly,Nawab,Male,financial instability
s4500_bolly,Umrao,Female,lying to get food
s4501_bolly,Faiz Ali,Male,poverty
s4502_bolly,Nawab,Male,financial instability
s4503_bolly,Anand,Male,not being with the speaker
s4504_bolly,Mr. Sharma and Mr. Dubey,Male,Bribery/Corruption
s4505_bolly,old man,Male,harassment
s4506_bolly,Rahul,Male,Being caught in a difficult situation due to his wife's actions
s4507_bolly,female character,Female,sexual exploitation
s4508_bolly,character drinking alcohol,,drinking alcohol early in the day
s4509_bolly,character drinking alcohol,,drinking alcohol early in the day
s4510_bolly,Anil,Male,Being clumsy or inattentive
s4511_bolly,students,,not taking studies seriously
s4512_bolly,unknown,,being useless and careless
s4513_bolly,five boys,Male,ill-behaved and shameless
s4514_bolly,person being addressed,likely male,incompetence or inefficiency
s4515_bolly,society,,societal degradation
s4516_bolly,speaker,,inability to prove the truth
s4517_bolly,Harsh,Male,not being there for his mother when she needed him
s4518_bolly,Jyoti,Female,Being submissive and inadequate
s4519_bolly,Uday,Male,Disrespecting family hierarchy
s4520_bolly,Karan,Male,trespassing/invading privacy
s4521_bolly,Karan,Male,trespassing and being disrespectful
s4522_bolly,girl,female,being assertive and breaking traditional norms
s4523_bolly,Adi,Male,Overeating
s4524_bolly,Mr. Hirachand,Male,inappropriate public behavior
s4525_bolly,Adi,Male,expressing love openly
s4526_bolly,Balaji's daughter,Female,falling in love without parental consent
s4527_bolly,man,Male,inappropriate behavior towards married women
s4528_bolly,man,male,sexual harassment
s4529_bolly,Pooja's companion,likely male,fear of confronting the police
s4530_bolly,Yashodhara's companion,,forgetting cultural norms due to foreign influence
s4531_bolly,Indians,,lack of self-respect and dignity
s4532_bolly,Madan Lal Dhingra,Male,committing an act that denigrates India and Indians
s4533_bolly,Hindus,,allowing conversion of untouchables to another religion
s4534_bolly,Hinduism,,untouchability and caste system
s4535_bolly,Hinduism,,untouchability and caste system
s4536_bolly,Mr. Khan,Male,losing elections
s4537_bolly,daughter's father,Male,daughter's elopement or abduction
s4538_bolly,Mr. Khan,Male,losing elections
s4539_bolly,daughter's father,Male,daughter's elopement or abduction
s4540_bolly,divorced woman,Female,divorce and substance abuse
s4541_bolly,girl,female,drinking and drug use
s4542_bolly,unidentified character,,ruining own life and being shameless
s4543_bolly,Dr. Chaddha,Male,Intrusion/Disrespect
s4544_bolly,character,likely male,involved in disreputable business
s4545_bolly,woman,Female,having children out of wedlock
s4546_bolly,unidentified character,,intruding and not learning from past mistakes
s4547_bolly,character asking for scotch,likely male,asking for a reward after doing a good deed
s4548_bolly,Nandu,Male,Being selfish and insensitive
s4549_bolly,Viju Vijay Shekhawat),Male,Failure or perceived incompetence
s4550_bolly,Vijay Shekhawat,Male,hiding medical condition
s4551_bolly,Mr. Shekhawat,Male,Betraying his country
s4552_bolly,Kunal,Male,not following social etiquette
s4553_bolly,Kunal,Male,being accused of deceit
s4554_bolly,dancer,female,being forced to dance in revealing clothes
s4555_bolly,grandchild,,destroying dreams
s4556_bolly,Durga,Female,demanding more than what is offered
s4557_bolly,grandson,male,criminal activities
s4558_bolly,grandfather,male,amassing wealth through unfair means
s4559_bolly,Renu,Female,befriending a driver
s4560_bolly,Adi,Male,not taking responsibilities
s4561_bolly,Adi,Male,not fulfilling responsibilities
s4562_bolly,father,male,neglecting parental responsibilities
s4563_bolly,person bathing,,bathing in darkness
s4564_bolly,person bathing,,bathing in darkness
s4565_bolly,Khalid,Male,causing shame to his mother
s4566_bolly,everyone,,not dancing or enjoying
s4567_bolly,widow,female,being a widow and wanting to remarry
s4568_bolly,Ghungroo,Male,inappropriate behavior towards women
s4569_bolly,man,male,immoral behavior
s4570_bolly,Ishika,Female,Expressing her love openly
s4571_bolly,Ghungroo,Male,trying to cremate without informing
s4572_bolly,unidentified characters,,humiliation
s4573_bolly,Unnamed character,Male,Deception and dishonesty
s4574_bolly,character being addressed,Male,not being bold in romantic advances
s4575_bolly,Ghunghroo,Male,Intruding someone's personal space
s4576_bolly,friend,male,inappropriate behavior
s4577_bolly,witch,female,practicing witchcraft
s4578_bolly,Mahadev,Male,illiteracy
s4579_bolly,Ramkumar,Male,not being married
s4580_bolly,witch,female,being caught doing something wrong
s4581_bolly,Mahadev,Male,lack of skills to write a letter
s4582_bolly,Ramkumar,Male,not being married
s4583_bolly,speaker,likely male,expressing love openly
s4584_bolly,Mami,Female,hiding information about a death
s4585_bolly,unidentified characters,,humiliation
s4586_bolly,unidentified character,,dishonesty
s4587_bolly,character being addressed,Male,not being bold in romantic advances
s4588_bolly,Ghunghroo,Male,causing embarrassment
s4589_bolly,friend,male,inappropriate behavior
s4590_bolly,Laxmi,Female,Associating with a disreputable person
s4591_bolly,filmmaker,Male,inappropriate behavior
s4592_bolly,filmmakers,likely male,being shameless for art's sake
s4593_bolly,child,not specified but likely male,staying out late
s4594_bolly,son,male,insolence and disrespect towards elders
s4595_bolly,Monishka,Female,inappropriate behavior with in-laws
s4596_bolly,Jai's opponents,Male,inability to protect their own
s4597_bolly,Pushpi,Female,inappropriate behavior in public
s4598_bolly,boy,Male,inappropriate behavior
s4599_bolly,college students,,causing the college to lose
s4600_bolly,Neil,Male,damaging college's reputation
s4601_bolly,Nikhil's wife,Female,Infidelity
s4602_bolly,Vishal,Male,ashamed of his family
s4603_bolly,Vishal,Male,distancing from family
s4604_bolly,Pammo,Female,Sexual harassment
s4605_bolly,man,male,inappropriate touching of a woman
s4606_bolly,Jumbo,Male,Attempted murder
s4607_bolly,Birju,Male,mistreating a pregnant woman
s4608_bolly,Birju,Male,mistreating a pregnant woman
s4609_bolly,Ravi,Male,not understanding the younger generation's perspective
s4610_bolly,Police Commissioner,Male,not maintaining law and order
s4611_bolly,son,male,smoking and disrespecting father
s4612_bolly,beautiful girl,Female,standing alone in the city
s4613_bolly,speaker,,misunderstanding and not apologizing
s4614_bolly,speaker,likely male,being insulted and humiliated
s4615_bolly,Vicky,Male,not being present at the party
s4616_bolly,Unnamed Character,Male,Disrespectful behavior
s4617_bolly,orphan girl,Female,expressing love and desire to marry
s4618_bolly,speaker,,losing self-control
s4619_bolly,character being looked at,not specified,crossing boundaries of modesty
s4620_bolly,Mr. Sharma,Male,Insulting and misbehaving with Mr. Verma
s4621_bolly,Sakshi's boyfriend,Male,inappropriate behavior
s4622_bolly,Government,,not providing affordable housing
s4623_bolly,character 1,Male,threatening to expose himself
s4624_bolly,small child,Male,physical assault and breaking dietary norms
s4625_bolly,man,male,inappropriate romantic pursuit
s4626_bolly,two individuals,not specified,breaking hostel rules
s4627_bolly,son,male,smoking and disrespecting father
s4628_bolly,girl,female,being a driver's daughter
s4629_bolly,speaker,,misunderstanding
s4630_bolly,speaker,likely male,being insulted and humiliated
s4631_bolly,Vicky,Male,not being present at a social gathering
s4632_bolly,character asking for money,,repeatedly asking for money
s4633_bolly,disciple,likely male,asking for money repeatedly
s4634_bolly,Seema's acquaintance,likely male,sending Seema to the boss for personal gain
s4635_bolly,character being spoken to,likely male,greed and selfishness
s4636_bolly,character in towel,male,inappropriate dressing
s4637_bolly,man,male,cross-dressing
s4638_bolly,husband,Male,being stingy
s4639_bolly,Seema,Female,getting misled by wrong people
s4640_bolly,character asking for money,likely male,constantly asking for money
s4641_bolly,disciple,likely male,asking for money repeatedly
s4642_bolly,Seema's acquaintance,likely male,exploiting Seema for personal gain
s4643_bolly,character being spoken to,likely male,greed and selfishness
s4644_bolly,character in towel,likely male,inappropriate dressing
s4645_bolly,man,male,cross-dressing
s4646_bolly,husband,Male,being stingy
s4647_bolly,Seema,Female,getting misled by wrong people
s4648_bolly,Character in safari-suit,Male,Greed for money
s4649_bolly,fellow police officer,Male,misconduct
s4650_bolly,character 1,likely male,fear of death
s4651_bolly,character,female,bribery and harassment
s4652_bolly,senior,male,corruption and lack of integrity
s4653_bolly,gamblers,male,gambling and domestic violence
s4654_bolly,man,male,doubting his wife's integrity
s4655_bolly,friend,likely male,betrayal or disappointment
s4656_bolly,friend,Male,not matching his friend's standards of choosing a girl
s4657_bolly,Abhimanyu Kaul,Male,Living with girlfriend without marriage
s4658_bolly,Anvi,Female,Being labeled as shameless and insolent
s4659_bolly,unidentified woman,Female,being labeled as shameless and insolent
s4660_bolly,Anvi,Female,behaving insolently
s4661_bolly,speaker,male,trying to deceive
s4662_bolly,father,Male,irresponsible behavior and borrowing money from loan shark
s4663_bolly,Zubeida's son,Male,stealing
s4664_bolly,husband,Male,dishonor or loss of reputation
s4665_bolly,speaker,gender ambiguous,expressing love openly
s4666_bolly,speaker,,expressing love openly
s4667_bolly,character,male,not paying for the coffee
s4668_bolly,Mira,Female,rejecting a marriage proposal
s4669_bolly,chorus singer,,lack of dedication and ambition
s4670_bolly,Shano,Female,Disrespecting elder brother
s4671_bolly,Zabak,Male,Misunderstanding and misjudging someone
s4672_bolly,Parvez,Male,choosing against traditional expectations
s4673_bolly,speaker,,committing a grave mistake
s4674_bolly,Anna,Female,improper sexual behavior
s4675_bolly,woman,female,having a child out of wedlock
s4676_bolly,Anand,Male,not respecting his mother
s4677_bolly,woman,female,having a child out of wedlock
s4678_bolly,Anand,Male,not respecting his mother
s4679_bolly,prisoner,Male,considering himself superior
s4680_bolly,character being addressed,likely male,sleeping with others
s4681_bolly,man,male,boasting about fighting in inappropriate places
s4682_bolly,father's enemy,,indecent act
s4683_bolly,Suraj Singh,Male,Betrayal and deceit
s4684_bolly,mother,Female,having an extramarital affair
s4685_bolly,man,male,boasting about fighting
s4686_bolly,father's enemy,,indecent act
s4687_bolly,girl,female,questioning her father's judgement
s4688_bolly,mother,Female,having an extramarital affair
s4689_bolly,son,male,disrespecting a noble man
s4690_bolly,character being addressed,likely male,violence against women and the helpless
s4691_bolly,enemy country's citizens,,disrespecting and threatening their own country
s4692_bolly,character being taught to steal,Male,encouraging theft
s4693_bolly,Anna,Female,improper sexual behavior
s4694_bolly,character with dimple,,acting over-smart
s4695_bolly,cops and government,,not performing their duties efficiently
s4696_bolly,people being addressed,,unknown actions leading to shame
s4697_bolly,Satbeer,Male,being accused without proof
s4698_bolly,character making romantic advances,Male,inappropriate behavior towards sister-in-law
s4699_bolly,Death,,not being able to meet someone before they die
s4700_bolly,Joy,Male,doubting his ability to seduce a girl
s4701_bolly,man,male,infidelity and inability to maintain marital relationship
s4702_bolly,character,likely male,public humiliation due to drunken behavior
s4703_bolly,Rupa,Female,Marrying a rickshaw driver
s4704_bolly,prostitute,Female,profession
s4705_bolly,character being threatened,likely male,blackmail
s4706_bolly,Vikki,Male,working with a less popular artist
s4707_bolly,son,male,causing trouble and staining the reputation of the police department
s4708_bolly,man,male,causing shame to a respected figure
s4709_bolly,tyrant,,tyranny
s4710_bolly,speaker,,self-degradation
s4711_bolly,speaker,,self-deprecation
s4712_bolly,speaker,,self-deprecation
s4713_bolly,Uncle,Male,Accusation of causing ruin
s4714_bolly,man,Male,being tormented by police
s4715_bolly,Peter Fernandes,Male,Inter-religious relationship
s4716_bolly,child,,disrespecting parents
s4717_bolly,man,male,doubting his daughter
s4718_bolly,Chand,Male,Infidelity or disloyalty
s4719_bolly,man,male,infringing upon someone's honour
s4720_bolly,daughter,female,lack of etiquette
s4721_bolly,woman,female,interacting with a lower class man
s4722_bolly,boy,male,inappropriate public behavior with a girl
s4723_bolly,character being spoken to,likely male,choosing a shameful death
s4724_bolly,Dr. Dang,Male,being manipulated/controlled
s4725_bolly,sister,Female,choosing a partner without family's approval
s4726_bolly,Neela,Female,considering herself superior
s4727_bolly,sister,female,causing trouble in someone else's house
s4728_bolly,son,male,being disrespectful or harmful
s4729_bolly,brother,Male,not providing financial help
s4730_bolly,molester,Male,sexual harassment
s4731_bolly,Biju,Male,Lack of decency or respectability
s4732_bolly,character being addressed,likely male,abandoning family member in old age
s4733_bolly,husband,Male,being henpecked
s4734_bolly,Satyen,Male,physical violence towards elder brother
s4735_bolly,woman,female,being manipulative
s4736_bolly,Ranjit,Male,inappropriate behavior
s4737_bolly,character being addressed,,cruelty and violence
s4738_bolly,speaker,,causing suffering to own people
s4739_bolly,employee,,misbehavior at workplace
s4740_bolly,person being addressed,,financial instability
s4741_bolly,intruder,likely male,disrespecting elders and being rude
s4742_bolly,girl,female,choosing her own partner
s4743_bolly,community,,fear of confronting a rowdy
s4744_bolly,Gauri's lover,Male,illegitimate birth
s4745_bolly,boyfriend,Male,not defending his girlfriend
s4746_bolly,woman,female,not accepting traditional marital norms
s4747_bolly,visitor,likely male,repeatedly visiting despite being insulted
s4748_bolly,Manohar,Male,Afraid of Kishen
s4749_bolly,character wanting to watch television,,watching television secretly
s4750_bolly,character being scolded,,killing for fun or practice
s4751_bolly,friend,Male,abandoning his daughter
s4752_bolly,Ranjit's daughter,Female,inappropriate behavior
s4753_bolly,Mr. Ranjit,Male,mismanagement of factory
s4754_bolly,Jeevan,Male,crushing someone's dreams
s4755_bolly,father,male,son's actions leading to humiliation
s4756_bolly,character being hit,likely male,physical assault
s4757_bolly,woman,female,disrespecting a woman
s4758_bolly,girl,female,faking a disability
s4759_bolly,girl,female,faking a disability
s4760_bolly,brother-in-law,Male,gambling while family member is ill
s4761_bolly,speaker,male,inappropriate behavior towards a married woman
s4762_bolly,woman,female,infidelity
s4763_bolly,character,male,stealing and selling someone's chain
s4764_bolly,Madan,Male,Being shameless possibly for asking for more tea)
s4765_bolly,couple,both,premarital cohabitation
s4766_bolly,speaker,likely male,classism
s4767_bolly,girl,female,inappropriate dressing
s4768_bolly,speaker,likely female,mistreatment of family member
s4769_bolly,man,male,inappropriate behavior
s4770_bolly,Kunal,Male,Greed and shamelessness
s4771_bolly,Naresh,Male,lying and neglecting family expectations
s4772_bolly,Sakshi,Female,deserting duty for personal reasons
s4773_bolly,grandson,Male,not wanting to join the army and preferring to go abroad for business
s4774_bolly,Vikramjit Singh's son,Male,lack of patriotism
s4775_bolly,Pakistani officer,Male,not fulfilling a promise/breaking the law
s4776_bolly,government,,failure in national security
s4777_bolly,Kunal,Male,stealing someone else's honor
s4778_bolly,Maqbool Butt,Male,promoting a religious event of a different religion
s4779_bolly,addressed person,,causing harm and embarrassment to guest delegation
s4780_bolly,Aarti Devi,Female,Accused of using wealth and resources for political gain
s4781_bolly,Aartidevi,Female,Negligence in duty
s4782_bolly,person giving ring tones,,giving ring tones to son-in-laws
s4783_bolly,speaker,,giving ring tones to son-in-laws
s4784_bolly,women,Female,behaving shamelessly
s4785_bolly,Anjali,Female,being blamed for family issues
s4786_bolly,male character,Male,inappropriate demand
s4787_bolly,Rahul,Male,physical and verbal abuse
s4788_bolly,Rashmi,Female,misunderstanding and misjudgment
s4789_bolly,Rahul,Male,Physical and verbal abuse
s4790_bolly,Rashmi,Female,misunderstanding and misjudgment
s4791_bolly,Rocky,Male,Taking advantage of someone's mental condition
s4792_bolly,Sunny and his father,Male,harassing an innocent girl
s4793_bolly,Neha and Sara,Female,Being saved by Nikhil instead of the speaker
s4794_bolly,woman,Female,Accusation of corrupting young girls
s4795_bolly,Anjali,Female,misunderstanding and hatred towards Raj
s4796_bolly,girl,female,being called stupid and objectified
s4797_bolly,winds,,being unpredictable and causing problems
s4798_bolly,,,
s4799_bolly,character 1,Male,breaking a promise of marriage
s4800_bolly,speaker,male,being forced to do shameful acts
s4801_bolly,Lolita,Female,inappropriate behavior for her age
s4802_bolly,people laughing at the speaker,,lack of empathy towards a sick person
s4803_bolly,characters,,not progressing in life
s4804_bolly,blackmailers,,blackmailing and illegal stay
s4805_bolly,students,,cheating and dishonesty
s4806_bolly,unidentified character,,unknown
s4807_bolly,corpses,,voyeurism
s4808_bolly,peeping toms,Male,invading privacy
s4809_bolly,drama group,,spreading rumors about a girl
s4810_bolly,girl,Female,spreading rumors
s4811_bolly,speaker,male,spreading false rumors about a girl
s4812_bolly,servant,likely male,disrespecting master
s4813_bolly,Shakti Kapoor,Male,breaking up family/home
s4814_bolly,speaker,likely male,asking a blind person to make tea
s4815_bolly,unidentified character,,unidentified reason
s4816_bolly,husband,Male,lack of courage and inability to provide happiness
s4817_bolly,character being spoken to,likely male,cowardice
s4818_bolly,sister,Female,disobedience or lack of respect
s4819_bolly,community,,causing harm to a saintly man
s4820_bolly,Tinu,Male,Being overweight
s4821_bolly,character at crossroad,,indecisiveness about marriage
s4822_bolly,Dev,Male,invading personal space
s4823_bolly,Dev,Male,Infidelity
s4824_bolly,father,male,daughter running away
s4825_bolly,airline staff,,drinking on duty
s4826_bolly,Dhanraj Puri,Male,Exploitation of workers
s4827_bolly,Census taker,likely male,asking inappropriate questions
s4828_bolly,person,male,asking inappropriate questions
s4829_bolly,Kanhaiya,Male,inappropriate behavior
s4830_bolly,Sukhmani,Female,splashed with muddy water
s4831_bolly,character being addressed,likely male,dishonesty or theft
s4832_bolly,man,male,cross-dressing
s4833_bolly,wife,female,going against her husband
s4834_bolly,wife,female,accusing her husband
s4835_bolly,wife,female,questioning husband's fertility
s4836_bolly,Mrs Azad,Female,seeking money from daughter's in-laws
s4837_bolly,Rahul,Male,inappropriate dressing
s4838_bolly,Sid,Male,flirting with friend's girlfriend
s4839_bolly,Sid,Male,flirting with a friend's girlfriend
s4840_bolly,unidentified character,,engaging in immoral/unethical job
s4841_bolly,man,male,alcoholism and neglecting family responsibilities
s4842_bolly,boys,male,behaving inappropriately
s4843_bolly,character being shamed,likely male,not bathing openly
s4844_bolly,people ogling,,inappropriate staring/ogling
s4845_bolly,woman,female,lack of privacy
s4846_bolly,daughter's father,Male,surviving on daughter's earnings
s4847_bolly,daughter,Female,being objectified for lust and survival
s4848_bolly,person with increased desires,,excessive lust and desire
s4849_bolly,person wearing small clothes,Not specified,wearing revealing clothes
s4850_bolly,Mr. Sharma,Male,giving false testimony
s4851_bolly,individual,,shaming their own spirit
s4852_bolly,listener,,complaining and not having faith
s4853_bolly,Nikhil,Male,not standing up for his love due to societal pressure
s4854_bolly,speaker,likely male,betrayal and causing embarrassment
s4855_bolly,Dilwala,Male,accepting gifts from a woman
s4856_bolly,Raj,Male,considering unethical actions
s4857_bolly,husband,male,not respecting wife's decisions
s4858_bolly,Nikhil Arora,Male,Changing his Indian name to a Western one
s4859_bolly,Nikhil Arora,Male,physical appearance
s4860_bolly,Nikhil Arora,Male,personal appearance
s4861_bolly,Nikhil Arora,Male,ashamed of his nationality
s4862_bolly,Nikhil,Male,not being punctual
s4863_bolly,wife,female,husband's alcoholism and abusive behavior
s4864_bolly,character being addressed,likely male,behaving shamelessly in public
s4865_bolly,thief,Male,stealing and causing inconvenience
s4866_bolly,Arjun,Male,Greed for wealth
s4867_bolly,man,male,impatience and disrespect
