Message_id,Person Who Felt the Emotion,Gender,Cause
WP2022_holly,speaker,gender not explicit,for trying and self-improvement
WP2023_holly,Ernest,male,
WP2024_holly,Ernest,male,cleaning the place
WP2025_holly,speaker 1,gender NA,keeping the place spotless
WP2026_holly,Ernest,male,
WP2027_holly,You,male,being greedy
WP2028_holly,greedy pig,unknown,being greedy
WP2029_holly,General Suitor,male,
WP2030_holly,speaker,gender not explicit,winning awards
WP2031_holly,honey,gender not explicit,being out in the world after an accident
WP2032_holly,,,
WP2033_holly,Mel,male,creating a different life for himself
WP2034_holly,Lanford Hotel,,presenting the Last Emperor of Soul
WP2035_holly,woman,female,being a dazzling mixture supporting Glasgow Rangers in a Catholic School)
WP2036_holly,Unnamed Character,gender NA,
WP2037_holly,You,male,messing with someone for weeks
WP2038_holly,Speaker,gender not explicit,not being number 1
WP2039_holly,me,gender not explicit,not being number 1
WP2040_holly,Kerry McWilliams,male,passing shooting examination
WP2041_holly,,,
WP2042_holly,lan MacGregor,male,meeting Tom
WP2043_holly,Molly,female,being a dancer
WP2044_holly,Speaker 1,male,having the biggest thing in town
WP2045_holly,girl,female,
WP2046_holly,,,
WP2047_holly,,,
WP2048_holly,,,
WP2049_holly,Mr. Jack Bellknap,male,representing the steel companies of America
WP2050_holly,chief,male,Fruit of the Loom's performance
WP2051_holly,Reston Industries,,latest visual development
WP2052_holly,,,
WP2053_holly,You,,being alone in a big city
WP2054_holly,,,
WP2055_holly,,,
WP2056_holly,,,
WP2057_holly,,,
WP2058_holly,James Brown,male,embracing his black identity
WP2059_holly,Mother Goose,male,learning to be a father
WP2060_holly,Albert Trotta,male,
WP2061_holly,,,
WP2062_holly,Jahmay,male,
WP2063_holly,,,
WP2064_holly,presenter,gender not explicit,service to the league and community
WP2065_holly,partner,male,for sending someone hightailin'
WP2066_holly,Last night speaker,gender NA,
WP2067_holly,Senator,male,having the Chicken Ranch in his district
WP2068_holly,Senator Wingwood,male,meeting the person
WP2069_holly,Senator Wingwood,male,meeting the person
WP2070_holly,Fellow Texan,male,
WP2071_holly,You,gender not explicit,writing something great
WP2072_holly,Reverend Tate,male,
WP2073_holly,Mrs. Tate,female,for being good kids
WP2074_holly,She,female,for her kids being good
WP2075_holly,Sir,male,Antwone's good behavior and getting along with shipmates
WP2076_holly,Sir,male,Antwone's personal growth
WP2077_holly,Rocco,male,eating a lot when tense
WP2078_holly,Dad,male,excellent work on contract
WP2079_holly,we,not specified,being part of Brooklyn's renaissance
WP2080_holly,Vada,female,showing maturity
WP2081_holly,Nisei,male,saving a lot of lives
WP2082_holly,,,
WP2083_holly,Onyx Club,,presenting Chicago's hottest dancing duo
WP2084_holly,,,
WP2085_holly,Chicago Theatre,,announcing a unique act
WP2086_holly,Chuck,male,
WP2087_holly,,,
WP2088_holly,Jerry,male,
WP2089_holly,pachucos,male,being zoot-suiters
WP2090_holly,vato,male,not letting feelings interfere with gang-related activities
WP2091_holly,,,
WP2092_holly,Mother,female,
WP2093_holly,El Toro,male,
WP2094_holly,James,male,playing the game well
WP2095_holly,Jo,female,
WP2096_holly,Mitch,male,landing a sexually enlightened girl
WP2097_holly,speaker,gender not explicit,being present at the event
WP2098_holly,gentlemen,male,being hand-picked to represent inaugural pledge class
WP2099_holly,San Juan Hill,male,doing his job
WP2100_holly,Mr.,male,for doing a nice job
WP2101_holly,Georgey,male,for reading
WP2102_holly,speaker,gender NA,owning the jungle
WP2103_holly,,,
WP2104_holly,man,male,being a son any man would be proud of
WP2105_holly,All of us back in Delville,not specified,the success he's made
WP2106_holly,baby,gender not explicit,taking care of someone
WP2107_holly,speaker,gender NA,being part of the family
WP2108_holly,Kate Barlow,female,
WP2109_holly,unknown,unknown,quitting drinking
WP2110_holly,speaker,gender not explicit,being appointed as sheriff
WP2111_holly,Mr. Provolone,male,capturing his daughter's heart
WP2112_holly,Kid,male,getting his money back without violence
WP2113_holly,Father Clemente,male,keeping a promise
WP2114_holly,family,not specified,having Ann in the family
WP2115_holly,family,not specified,having Ann in the family
WP2116_holly,,,
WP2117_holly,speaker 1,gender not explicit,"for what ""he"" did"
WP2118_holly,,,
WP2119_holly,,,
WP2120_holly,Mother,female,sons' performance
WP2121_holly,speaker 1,gender not explicit,team's success
WP2122_holly,Ma,female,
WP2123_holly,mother,female,son going to war
WP2124_holly,,,
WP2125_holly,Jim,male,becoming a Marine
WP2126_holly,Huxley's Harlots,not specified,
WP2127_holly,,,
WP2128_holly,Sam,male,military victory
WP2129_holly,Pop,male,his son's good nature and looks
WP2130_holly,Harry's friend,gender NA,making a real friend
WP2131_holly,all,not specified,being the first special needs class at Providence Hill High
WP2132_holly,,,
WP2133_holly,,,
WP2134_holly,Alicia LeShay's community,not specified,Alicia LeShay's success and fame
WP2135_holly,mother,female,son's successful business
WP2136_holly,Father,male,son being a good soldier
WP2137_holly,Miss Dillmount,female,punctuality
WP2138_holly,Muzzy,female,
WP2139_holly,,,
WP2140_holly,speaker,female,children finding sweet partners
WP2141_holly,speaker,gender not explicit,for being dear and potentially for future achievements
WP2142_holly,,,
WP2143_holly,Paul,male,writing an article about oppressed people accepting their slavery
WP2144_holly,Mike,male,allowed to date speaker's sister
WP2145_holly,woman,female,her body and femininity
WP2146_holly,Mr. Mahoney,male,his work
WP2147_holly,kid,not specified,making something in art class
WP2148_holly,daughter's parent,gender unknown,having grandchildren
WP2149_holly,Hitler,male,instilling national pride and promising to end misery
WP2150_holly,Unnamed female character,female,for shooting again
WP2151_holly,unidentified speaker,unknown,starting a new job in real estate photography
WP2152_holly,Tad,male,owning a business
WP2153_holly,,,
WP2154_holly,speaker 2,gender NA,
WP2155_holly,Milly,female,
WP2156_holly,Speaker,gender not explicit,Beethoven's bravery
WP2157_holly,You,male,having a musically-gifted child
WP2158_holly,Laura,female,
WP2159_holly,Jo,gender NA,for her son's growth and development
WP2160_holly,honey,female,giving birth
WP2161_holly,,,
WP2162_holly,Jabez,male,for his son being the way he is
WP2163_holly,man,male,becoming a free man
WP2164_holly,Miles,male,
WP2165_holly,brother,male,not taking care of his home
WP2166_holly,Dad,male,daughter's participation in State Science Decathlon
WP2167_holly,speaker,gender not explicit,presenting the first place trophy from the State Science Decathlon
WP2168_holly,speaker,gender NA,announcing scholarship winner
WP2169_holly,Uncle,male,
WP2170_holly,Oliver Clark,male,for enduring the loss of his left leg
WP2171_holly,Habersville,,for the rescue
WP2172_holly,Larry,male,
WP2173_holly,Larry,male,for his creditable actions and being an example for youth
WP2174_holly,Mayor,male,presenting a gift from the Municipal Band
WP2175_holly,Dr. Ryan,male,presenting a gift from the Municipal Band
WP2176_holly,Mayor,male,presenting a gift
WP2177_holly,second speaker,gender NA,not wanting to give up anything that ever belonged to them
WP2178_holly,Ryan,male,for rescuing at sea
WP2179_holly,pal,male,great work specific reason not given
WP2180_holly,<you,not specified,making a heroic stand in battle
WP2181_holly,Maggie,female,improving her posture
WP2182_holly,Mother,female,
WP2183_holly,honey,female,
WP2184_holly,Jerry,male,introducing a new candidate for state senate
WP2185_holly,speaker,male,being part of the cream of the crop in Stepford
WP2186_holly,Jack,male,
WP2187_holly,Lily,female,owning a doll shoppe
WP2188_holly,unidentified speaker,unknown,potential promotion or pay raise
WP2189_holly,Jerry,male,discovering there's more than one man in the world
WP2190_holly,my dear,male,
WP2191_holly,Paul,male,
WP2192_holly,Paul,male,
WP2193_holly,He,male,being independent and leaving home
WP2194_holly,shop owner,gender not explicit,being trusted to manage the shop
WP2195_holly,,,
WP2196_holly,He,male,
WP2197_holly,men,male,good work
WP2198_holly,Harvard,male,
WP2199_holly,She,female,her ambition and determination
WP2200_holly,,,
WP2201_holly,Mama,female,her child's future life with a loved one
WP2202_holly,Mama,female,her child's happiness and future life
WP2203_holly,Gay,male,
WP2204_holly,character,male,
WP2205_holly,Uncle,male,
WP2206_holly,Tiffany,female,
WP2207_holly,evening presenter,gender NA,presenting the fall couture line
WP2208_holly,Baker and his wife,not specified,having a strapping baby boy
WP2209_holly,,,
WP2210_holly,speaker,gender not explicit,being named Burger Boy employee of the month
WP2211_holly,speaker,gender not explicit,being named Burger Boy employee of the month
WP2212_holly,speaker,gender not explicit,working at the fertiliser plant
WP2213_holly,Mr. King,male,completion of a clean project
WP2214_holly,Mr. King,male,successful completion of a project
WP2215_holly,Kwimper,male,his job and responsibility to the people
WP2216_holly,Toby,male,
WP2217_holly,Jeanne,female,usurping male pride
WP2218_holly,,,
WP2219_holly,De Toro,male,
WP2220_holly,He,male,
WP2221_holly,Rodney,male,for his brave action
WP2222_holly,Speaker 1,gender NA,seeing someone's growth and independence
WP2223_holly,Kropotkin,male,
WP2224_holly,speaker 1,gender NA,for working on a project
WP2225_holly,,,
WP2226_holly,sir,male,being present at an important event
WP2227_holly,Leona,female,nominating the next Vice President
WP2228_holly,Mr Whiting,male,
WP2229_holly,,,
WP2230_holly,Dad,male,hard work
WP2231_holly,Mom,female,son's great job
WP2232_holly,Zach,male,his dad's achievements
WP2233_holly,British character,not specified,being British
WP2234_holly,husband,male,being a hero
WP2235_holly,Paul,male,getting accepted presumably into a program or institution)
WP2236_holly,,,
WP2237_holly,speaker,gender NA,seeing the listener up there
WP2238_holly,mother,female,son going to Orono
WP2239_holly,speaker,gender NA,
WP2240_holly,,,
WP2241_holly,man,male,
WP2242_holly,Daddy,male,
WP2243_holly,Mom,female,trust
WP2244_holly,Dash's parent,gender NA,Dash's achievement
WP2245_holly,Ma'am,female,
WP2246_holly,Tony,male,Jane being the nicest-looking girl in the place
WP2247_holly,Colonel Smollett,male,
WP2248_holly,speaker,gender not explicit,family's historical achievements
WP2249_holly,Grandpa,male,
WP2250_holly,we,not specified,being a soldier
WP2251_holly,father and mother,male and female,their son's military recognition
WP2252_holly,Jane,female,becoming a Florence Nightingale nurse
WP2253_holly,Smollett,male,making someone proud
WP2254_holly,Mother,female,daughter's growth and maturity
WP2255_holly,he,male,being a Smollett and his actions during the war
WP2256_holly,grandparent,gender NA,grandchild's actions before death
WP2257_holly,Major,male,realization of making sacrifices
WP2258_holly,John Paul Jones,male,being recommended for the Navy Cross
WP2259_holly,Tony,male,his old model
WP2260_holly,Ormandy,female,
WP2261_holly,,,
WP2262_holly,Eva,female,devotion to her sisters
WP2263_holly,Eva,female,devotion to her sisters
WP2264_holly,Baghee,male,beating up a big old snake
WP2265_holly,speaker 1,gender NA,being different or not normal
WP2266_holly,Larry,male,being a philosophical drunken bum
WP2267_holly,captain,male,friendship
WP2268_holly,Bessie,female,being nominated for Alderman
WP2269_holly,Speaker 1,gender not explicit,being true to oneself
WP2270_holly,Joe,male,being black and having black man's dough
WP2271_holly,,,
WP2272_holly,speaker,gender not explicit,going to see the Wiz
WP2273_holly,speaker 1,gender not explicit,
WP2274_holly,speaker,male,choosing a wife with grace loyalty family pride and love
WP2275_holly,Alex,male,being a better father
WP2276_holly,Lady,female,
WP2277_holly,girl,female,upholding family name
WP2278_holly,She,female,buying two coats
WP2279_holly,Neely,female,making it in her career
WP2280_holly,police,not specified,
WP2281_holly,American cowboys,male,embodying the tradition of American cowboys
WP2282_holly,gathered people,not specified,honoring a great American who gave his life for an important cause
WP2283_holly,Mother,female,
WP2284_holly,Mother,female,
WP2285_holly,Mr. La Salle,male,saving the organization
WP2286_holly,Parker,male,
WP2287_holly,Jahmay,male,
WP2288_holly,character,gender NA,doing something great
WP2289_holly,self,gender not explicit,
WP2290_holly,speaker,gender not explicit,
WP2291_holly,servant,male,his ability to provide wealth
WP2292_holly,first speaker,gender NA,not accepting wealth as a gift from a servant
WP2293_holly,Daddy,male,
WP2294_holly,Leo,male,getting married
WP2295_holly,Julie,female,
WP2296_holly,Mr. Griggs,male,daughter's academic achievement
WP2297_holly,,,
WP2298_holly,Singer,gender not explicit,being part of a learned group
WP2299_holly,father,male,
WP2300_holly,,,
WP2301_holly,,,
WP2302_holly,honey,gender not explicit,
WP2303_holly,sir,male,war record of the boy
WP2304_holly,Sir,male,
WP2305_holly,,,
WP2306_holly,Kitty,female,
WP2307_holly,Kitty,female,
WP2308_holly,speaker,gender not explicit,ancestral property
WP2309_holly,,,
WP2310_holly,We,,fighting with pride and honor
WP2311_holly,We,male,fighting with pride and honor
WP2312_holly,they,not explicit,dying for their country
WP2313_holly,Vivian,female,
WP2314_holly,My friend,male,his arrest making the paper
WP2315_holly,Gray,male,
WP2316_holly,Papa Stein,male,Max Stein's achievements
WP2317_holly,Greeks,not specified,their logic
WP2318_holly,speaker,gender NA,building bridges metaphorically)
WP2319_holly,,,
WP2320_holly,W/ld Cats,not specified,team spirit and identity
WP2321_holly,Wild Cats,not specified,being part of the Wild Cats team
WP2322_holly,Wild Cats,not specified,being part of the Wild Cats team
WP2323_holly,Wild Cats,not specified,team spirit and unity
WP2324_holly,Mr. Milner,male,
WP2325_holly,Connor,male,
WP2326_holly,Shane Fahey,male,being the pride of Engine 55
WP2327_holly,Engine 55,,being the proud home
WP2328_holly,speaker,gender NA,pride in Boston and its sports culture
WP2329_holly,Coach,male,maintaining composure and conduct
WP2330_holly,Doris,female,stealing a dinosaur
WP2331_holly,Speaker 1,gender not explicit,
WP2332_holly,Bobby Fischer,male,for making a good move
WP2333_holly,,,
WP2334_holly,Speaker,gender not explicit,being a great listener
WP2335_holly,,,
WP2336_holly,Elizabeth,female,
WP2337_holly,Sarge,male,for being heroes
WP2338_holly,I,male,honoring sacrifice
WP2339_holly,unknown,unknown,being present despite personal tragedy
WP2340_holly,grandmother,female,
WP2341_holly,Boyfriend,male,making the cover of a publication
WP2342_holly,Mr. C,male,
WP2343_holly,,,
WP2344_holly,,,
WP2345_holly,man,male,
WP2346_holly,introducer,gender NA,introducing famous world actors
WP2347_holly,Piccadilly Night Club,,presenting an American singing group
WP2348_holly,Your Majesty,male,
WP2349_holly,Your Majesty,male,
WP2350_holly,father,male,knowing his son exists
WP2351_holly,Joshua's father,male,Joshua's decision
WP2352_holly,,,
WP2353_holly,,,
WP2354_holly,,,
WP2355_holly,,,
WP2356_holly,,,
WP2357_holly,,,
WP2358_holly,,,
WP2359_holly,,,
WP2360_holly,speaker,gender not explicit,love for her boys
WP2361_holly,man slipping into a coma,male,his children and his work for the government
WP2362_holly,Pop,male,
WP2363_holly,boys,male,for using lessons taught and naming a child after the speaker
WP2364_holly,Doc,male,for doing his job
WP2365_holly,Alice,female,being the wife of a bona fide Arizona rancher
WP2366_holly,bastard,male,
WP2367_holly,waiter,male,being Serbian
WP2368_holly,Character,gender not explicit,being a Serb
WP2369_holly,Uncle Dave,male,being introduced as 'the one'
WP2370_holly,Uncle Dave,male,being introduced as 'the one'
WP2371_holly,boys,male,knowing how to beat the opponent
WP2372_holly,presenter,gender not explicit,presenting trophy to Norway High School
WP2373_holly,we,not specified,for the boys' baseball achievements
WP2374_holly,him,male,doing a great job
WP2375_holly,We,,
WP2376_holly,Doug Barry Kirkpatrick and myself,male,for taking risk for their compadre Miguel
WP2377_holly,,,
WP2378_holly,father,male,son scoring two touchdowns
WP2379_holly,speaker,male,being a sheriff
WP2380_holly,,,
WP2381_holly,young man,male,
WP2382_holly,,,
WP2383_holly,,,
WP2384_holly,son,male,being honored by the British Admiralty
WP2385_holly,Father,male,Nelson's achievement
WP2386_holly,Lady Nelson,female,
WP2387_holly,Commander Gisbourne,male,doing God's work
WP2388_holly,,,
WP2389_holly,Miss Mary Sunday,female,
WP2390_holly,speaker,gender not explicit,giving the crew their pride back
WP2391_holly,daughter,female,for being ashamed of speaker
WP2392_holly,first speaker,gender not explicit,going out on a limb
WP2393_holly,Unnamed character,gender not explicit,going out on a limb
WP2394_holly,mayor,male,hosting a great political gathering
WP2395_holly,,,
WP2396_holly,We,male,winning skirmishes
WP2397_holly,radio broadcaster,male,broadcasting a significant match-up live
WP2398_holly,honey,gender not explicit,saving six turtles
WP2399_holly,Mr Collis,male,his group the ninja) handling the matter and becoming personally involved
WP2400_holly,Deirdre,female,
WP2401_holly,speaker,gender not explicit,not being serious boyfriend/marriage material
WP2402_holly,Sir,male,promoting a female employee
WP2403_holly,Jack's parents,not specified,Jack settling down
WP2404_holly,Jack,male,settling down with a wonderful girl
WP2405_holly,parents,not specified,son settling down with a wonderful girl
WP2406_holly,Dad,male,
WP2407_holly,speaker 1,gender not explicit,winning the Tour clean
WP2408_holly,speaker,gender not explicit,physical fitness and posing routine of bodybuilders
WP2409_holly,speaker,gender not explicit,triumph of American democracy
WP2410_holly,Ken,male,not having a job
WP2411_holly,Ken,male,
WP2412_holly,Dixon,male,following in his father's footsteps
WP2413_holly,Mark,male,establishing father's innocence and recommended for promotion
WP2414_holly,collector,gender unknown,collecting antiques
WP2415_holly,Unknown,Unknown,
WP2416_holly,Donaldson's,,maintaining community ties and providing a safe shopping atmosphere
WP2417_holly,speaker,gender NA,professional ability to detect lies
WP2418_holly,Hancock,male,
WP2419_holly,Nixon,male,
WP2420_holly,Father,male,admitting someone was right
WP2421_holly,David Pacheco,male,his heritage
WP2422_holly,Juan,male,being a good cowboy
WP2423_holly,father,male,teaching his son to be a proud American
WP2424_holly,father,male,teaching his son to be a proud American
WP2425_holly,,,
WP2426_holly,Ham,male,achieving his dream
WP2427_holly,unknown,unknown,being the grandson of the great Ham
WP2428_holly,,,
WP2429_holly,Zartig,male,being a good man and a worthy adversary
WP2430_holly,Cannonball's grandfather,male,Cannonball's actions
WP2431_holly,Jeremy and Paul,male,making the film Death Race
WP2432_holly,speaker,gender not explicit,football team's victories
WP2433_holly,speaker,gender not explicit,football team's victories
WP2434_holly,Dad,male,
WP2435_holly,Jasmine,female,
WP2436_holly,Dad,male,
WP2437_holly,Speaker,male,
WP2438_holly,He,male,for his city's authenticity and age
WP2439_holly,Silken Floss,female,
WP2440_holly,Dude's father,male,Dude's ability to mimic a horn sound
WP2441_holly,Brother Jeeter,male,
WP2442_holly,Brother Jeeter,male,buying an automobile
WP2443_holly,Colonel Watterson Bixby,male,meeting new neighbors
WP2444_holly,,,
WP2445_holly,Mama Look-a boo boo day,female,being the only black traffic reporter in the Detroit area
WP2446_holly,husband,male,
WP2447_holly,you,male,summer stock experience
WP2448_holly,Dad,male,
WP2449_holly,Unidentified character,unknown,receiving and taking care of a beautiful item
WP2450_holly,speaker 1,gender NA,training someone
WP2451_holly,baby,not identifiable,for the speaker's actions
WP2452_holly,unknown,unknown,
WP2453_holly,parents,not specified,politeness and gymnastic skills
WP2454_holly,daughter,female,
WP2455_holly,speaker,gender not explicit,making parents proud
WP2456_holly,Mrs. Collins,female,son's bravery
WP2457_holly,speaker,gender NA,returning to hometown
WP2458_holly,Sergeant Kluggs' parent,gender NA,son's service for his country
WP2459_holly,wife,female,being married to someone who looks like George Clooney and is referred to as Batman
WP2460_holly,speaker,gender not explicit,for being a looker
WP2461_holly,little girl,female,receiving a gift
WP2462_holly,Lachna,gender NA,
WP2463_holly,Michael,male,
WP2464_holly,They,Not clear,raising a good person
WP2465_holly,Franz,male,Angela's potential performance
WP2466_holly,,,
WP2467_holly,,,
WP2468_holly,Ezra,male,donating part of his liver
WP2469_holly,,,
WP2470_holly,man,male,adventurous experiences
WP2471_holly,Dad,male,daughter's participation in State Science Decathlon
WP2472_holly,speaker,gender not explicit,presenting the first place trophy from the State Science Decathlon
WP2473_holly,speaker,gender not explicit,becoming the general manager of the new hotel
WP2474_holly,speaker 1,gender not explicit,for stepping out of line and pushing to the limit
WP2475_holly,Governor's wife,female,becoming the Governor's wife
WP2476_holly,Blackie,male,
WP2477_holly,mushy guy,male,
WP2478_holly,mushy guy,male,
WP2479_holly,,,
WP2480_holly,,,
WP2481_holly,Character,gender not explicit,for being revengeful and ambitious
WP2482_holly,Fortinbras,male,striking many princes at a shot
WP2483_holly,Sir,male,Amy applying to be a state trooper
WP2484_holly,Uncle Lewis,male,being one of the founding fathers of Lambda Lambda Lambda
WP2485_holly,Harold Skolnick,male,becoming a Lambda Lambda Lambda
WP2486_holly,Uncle,male,being a great warrior for nerd rights
WP2487_holly,Lewis Skolnick,male,being a nerd and chairman of the computer science department
WP2488_holly,Betty,female,
WP2489_holly,Stan,male,coming out of the closet
WP2490_holly,speaker,gender not explicit,organizing a wonderful party
WP2491_holly,unknown,unknown,discovering uranium ore
WP2492_holly,Rachel,female,gifting pearls
WP2493_holly,sis,female,
WP2494_holly,speaker,gender not explicit,for people attending David's bar mitzvah
WP2495_holly,speaker,gender not explicit,
WP2496_holly,Sir,male,being a top Soviet analyst for the FBI
WP2497_holly,,,
WP2498_holly,schoolteacher's wife,female,being a schoolteacher's wife
WP2499_holly,Ed,male,birth of his child
WP2500_holly,Son Kaz,male,being a hero
WP2501_holly,speaker 1,gender NA,being responsible and dedicated to work
WP2502_holly,speaker 1,gender NA,
WP2503_holly,Apollo the falcon,male,
WP2504_holly,Norah,female,
WP2505_holly,,,
WP2506_holly,Stan,male,
WP2507_holly,He,male,being similar to the speaker
WP2508_holly,fella,male,killing a lot of men
WP2509_holly,Speaker 1,gender not explicit,naming new regional sales manager
WP2510_holly,Unnamed character,gender not explicit,making the team
WP2511_holly,Make-A-Wish people,gender NA,saying things to get the newest version of Halo
WP2512_holly,Make-A-Wish person,gender NA,saying things to the Make-A-Wish people
WP2513_holly,,,
WP2514_holly,,,
WP2515_holly,speaker,gender not explicit,making father proud
WP2516_holly,Cole,male,
WP2517_holly,unknown,unknown,
WP2518_holly,Wild Velvet,,presenting Scarlet
WP2519_holly,Qwerty's father,male,Qwerty's actions
WP2520_holly,He,male,prioritizing work over love
WP2521_holly,Italian man,male,making love before work
WP2522_holly,speaker,gender not explicit,
WP2523_holly,Mr. Ashe,male,
WP2524_holly,unknown character,unknown gender,dying in the line of duty
WP2525_holly,Dad,male,son going to college
WP2526_holly,Dad,male,son going to college
WP2527_holly,speaker,gender not explicit,the beauty of the person they love
WP2528_holly,First speaker,gender not explicit,being accepted first on a list
WP2529_holly,Sergeant Lyuda Pavlichenko,female,their uniform
WP2530_holly,speaker,gender not explicit,being straight
WP2531_holly,speaker,gender not explicit,being heterosexual
WP2532_holly,crowd,not specified,being straight
WP2533_holly,I,male,being straight
WP2534_holly,Speaker,gender not explicit,being straight
WP2535_holly,angel,gender not explicit,falling in love or lust
WP2536_holly,,,
WP2537_holly,,,
WP2538_holly,Larry,male,wife's success
WP2539_holly,Alex,male,for helping
WP2540_holly,speaker 1,gender not explicit,doing a good thing
WP2541_holly,speaker,gender not explicit,
WP2542_holly,father,male,son's achievements
WP2543_holly,father,male,son's achievements
WP2544_holly,Dad,male,
WP2545_holly,guys,not specified,graduating magna cum laude
WP2546_holly,Will,male,Charlotte's song
WP2547_holly,Cooverman,male,
WP2548_holly,other girls,female,being chosen by a strong Army guy
WP2549_holly,Harvey,male,defeating Bruce Lee
WP2550_holly,unknown,unknown,defeating Bruce Lee
WP2551_holly,father,male,
WP2552_holly,Father,male,
WP2553_holly,Lyn,male,being different
WP2554_holly,,,
WP2555_holly,Dad,male,son's invention
WP2556_holly,speaker,gender not explicit,invention saving the town
WP2557_holly,Flint,male,proving to be a great inventor
WP2558_holly,Flint's father,male,Flint's extraordinary achievements
WP2559_holly,Her father,male,
WP2560_holly,Burke,male,
WP2561_holly,Mark,male,
WP2562_holly,Cleveland,,its greatness
WP2563_holly,,,
WP2564_holly,Unidentified speaker,unknown,for being a great writer
WP2565_holly,Claire,female,
WP2566_holly,Pete,male,for saving a life with his book
WP2567_holly,,,
WP2568_holly,,,
WP2569_holly,,,
WP2570_holly,Haunted Palace,,presenting Miss Velvet von Black
WP2571_holly,Speaker 2,gender NA,speaker's beauty-school education
WP2572_holly,speaker 2,gender not explicit,formulating an exciting plan of action
WP2573_holly,Angelo Badsmith,male,presenting The Industrial Revolution
WP2574_holly,speaker,gender NA,having a good reputation due to good company
WP2575_holly,Anna,female,
WP2576_holly,parents,not specified,getting accepted into Stanford
WP2577_holly,,,
WP2578_holly,Sir,male,arousing someone
WP2579_holly,speaker,gender not explicit,selling video games
WP2580_holly,,,
WP2581_holly,speaker,male,having a large penis
WP2582_holly,character,gender not explicit,getting the anchor desk
WP2583_holly,character,gender not explicit,getting the anchor desk
WP2584_holly,,,
WP2585_holly,,,
WP2586_holly,Legion,male,upholding the honor of the Legion
WP2587_holly,man,male,ancestors sat at the foot of kings
WP2588_holly,Marmaduke,male,
WP2589_holly,Commander Gisbourne,male,doing God's work
WP2590_holly,,,
WP2591_holly,Speaker 1,gender not explicit,achieving fifteen thousand units
WP2592_holly,Speaker 1,gender not explicit,selling fifteen thousand units
WP2593_holly,He,male,
WP2594_holly,woman,female,being a single mother
WP2595_holly,single mothers,female,being single mothers
WP2596_holly,Zoe,female,wanting a baby
WP2597_holly,Zoe,female,being a single mother
WP2598_holly,,,
WP2599_holly,speaker,gender not explicit,creating a well-received album
WP2600_holly,speaker,gender not explicit,for their achievement in music
WP2601_holly,Keith,male,for creating amazing rock'n'roll music
WP2602_holly,father,male,dying in battle
WP2603_holly,father,male,dying in battle
WP2604_holly,Georgia,female,
WP2605_holly,Rodney,male,for his action in a situation
WP2606_holly,Chihuahuas,,delivering messages of love despite danger
WP2607_holly,Sam's father,male,
WP2608_holly,Papi,male,becoming a better father
WP2609_holly,hotel staff,not specified,excellence in service
WP2610_holly,Forest Boy,male,being chosen by tulkun
WP2611_holly,,,
WP2612_holly,,,
WP2613_holly,Father,male,upholding the dignity of the white hat
WP2614_holly,Winifred's father,male,upholding the dignity of the white hat
WP2615_holly,,,
WP2616_holly,parents,not specified,son's hard work and achievement
WP2617_holly,band nerd,gender NA,trying to beat the odds
WP2618_holly,speaker,gender not explicit,good parenting
WP2619_holly,,,
WP2620_holly,Brad,male,
WP2621_holly,,,
WP2622_holly,,,
WP2623_holly,,,
WP2624_holly,,,
WP2625_holly,,,
WP2626_holly,speaker,not specified,their place/home
WP2627_holly,Speaker 1,gender not explicit,their chillaxing room
WP2628_holly,speaker 1,gender not explicit,the place they are showing
WP2629_holly,little man,male,
WP2630_holly,speaker,gender not explicit,overcoming difficulties
WP2631_holly,Zach,male,
WP2632_holly,You,male,feeling loved and proud as a child
WP2633_holly,Jew,gender not explicit,winning a battle
WP2634_holly,they both,not specified,building an air force
WP2635_holly,speaker,gender not explicit,leading the charge in a military operation
WP2636_holly,speaker 3,gender NA,leading soldiers of high caliber
WP2637_holly,unknown,unknown,saving a life and preventing a disaster
WP2638_holly,master,male,introducing an outstanding young man
WP2639_holly,Honey,gender not explicit,passing the FBI exam
WP2640_holly,dad,male,speaker's achievement in Beijing
WP2641_holly,one of your boys,male,
WP2642_holly,Dr. B̦rgensson,male,his body of work and growth
WP2643_holly,Lulu/Melba,female,
WP2644_holly,Mom,female,
WP2645_holly,Melba,female,Joey's achievement
WP2646_holly,speaker 1,gender not explicit,supporting avenging
WP2647_holly,,,
WP2648_holly,speaker,gender not explicit,being part of a diverse group
WP2649_holly,speaker,gender NA,making a flying leap over the fence
WP2650_holly,Weirzbowski,male,recovery of a fellow cop
WP2651_holly,the speaker,gender NA,being a threat to a tyrant
WP2652_holly,speaker,gender not explicit,being a threat to a tyrant
WP2653_holly,speaker,gender not explicit,having beautiful children
WP2654_holly,Speaker 1,male,for becoming a man and helping
WP2655_holly,Victoria Dupuis,female,being ahead of the curve
WP2656_holly,speaker,gender not explicit,bravery and telling their story
WP2657_holly,She,female,not running away despite danger
WP2658_holly,Rose,female,
WP2659_holly,Rose,female,
WP2660_holly,father,male,being a father
WP2661_holly,Mother,female,daughter's interracial relationship
WP2662_holly,Speaker 1,gender not explicit,physical condition
WP2663_holly,speaker before Walter,gender NA,introducing a new act to the show
WP2664_holly,speaker,gender NA,presenting Camilla and friends
WP2665_holly,speaker,gender not explicit,making someone proud
WP2666_holly,Cassandra,female,becoming internet famous
WP2667_holly,,,
WP2668_holly,Charles,male,his daughter fighting for their cause
