Message_id,Person Who Felt the Emotion,Gender,Cause
p2117_bolly,Warrior,male,military achievements
p2118_bolly,Bheema,male,his servitude
p2119_bolly,Susima,male,becoming an able king
p2120_bolly,,,
p2121_bolly,Manish,male,Jai's work
p2122_bolly,Jai,male,choosing a good life partner
p2123_bolly,speaker,,friendship
p2124_bolly,Gangua,male,
p2125_bolly,son,male,being a soldier's son
p2126_bolly,Father,male,fulfilling duty
p2127_bolly,son,male,being a soldier's son
p2128_bolly,Vijay,male,earning more money than Chaudhari
p2129_bolly,Vijay,male,being the son of his father
p2130_bolly,landlord,male,uphold family honor
p2131_bolly,landlord,male,maintaining family reputation
p2132_bolly,landlord,male,dance performance
p2133_bolly,Shankar,male,
p2134_bolly,doctor,,
p2135_bolly,speaker,,Balancing professional and religious duties
p2136_bolly,priest,male,fulfilling duty with pride
p2137_bolly,speaker,gender not specified,education
p2138_bolly,speaker,,raising the pride of Ajanta Theater
p2139_bolly,Tabrez,male,taking care of family pride
p2140_bolly,Mr. Farooq,male,business success
p2141_bolly,speaker,,sense of duty
p2142_bolly,soldier or a police man,male,protecting law and wearing national symbol
p2143_bolly,soldier or police man,male,Protecting law
p2144_bolly,son,male,father's love for his wife
p2145_bolly,speaker,male,father's love for his wife
p2146_bolly,father,male,winning a conflict
p2147_bolly,father,male,winning
p2148_bolly,father,male,victory over evil
p2149_bolly,speaker,,sense of duty
p2150_bolly,soldier or police man,male,privilege to wear national symbol
p2151_bolly,son,male,being a soldier or policeman
p2152_bolly,son,male,father's love for his wife
p2153_bolly,speaker,,father's love for mother
p2154_bolly,father,male,winning
p2155_bolly,father,male,son's potential victory
p2156_bolly,father,male,victory over demon
p2157_bolly,son,male,being the son of a mother who upholds her values
p2158_bolly,police department,,having a smart and amazing personality officer
p2159_bolly,speaker,,bravery and courage
p2160_bolly,speaker,,bravery and courage
p2161_bolly,speaker,male,son marrying within caste
p2162_bolly,CBI people,,
p2163_bolly,husband and wife,male and female,both working and being financially independent
p2164_bolly,Mummy,female,financial support for family
p2165_bolly,police officer,male,his profession
p2166_bolly,police officer,male,his profession
p2167_bolly,Kiran,female,Om's actions
p2168_bolly,police officer,male,his profession
p2169_bolly,police officer,male,his profession
p2170_bolly,Khan,male,
p2171_bolly,Dara,male,Shaka's bravery and resilience
p2172_bolly,sir,male,student's honesty
p2173_bolly,HR,,making country proud
p2174_bolly,HR,male,representing country abroad
p2175_bolly,speaker,,Collaborating with a great artist
p2176_bolly,Papa,male,making country proud
p2177_bolly,world tour team,,association with a great artist
p2178_bolly,,,
p2179_bolly,Ashok,male,caring for siblings
p2180_bolly,,,
p2181_bolly,father,male,son's acting skills
p2182_bolly,Baba,male,sacrifice for brother's pride
p2183_bolly,,,
p2184_bolly,,,
p2185_bolly,soldier,male,opportunity to serve nation
p2186_bolly,father,male,son's military achievement
p2187_bolly,mother,female,son becoming a soldier
p2188_bolly,grandfather,male,joining the army
p2189_bolly,Major,male,providing security
p2190_bolly,Kunal,male,
p2191_bolly,son,male,making country proud
p2192_bolly,Zainab,female,becoming a bride
p2193_bolly,<NA,,
p2194_bolly,Aunty,female,
p2195_bolly,She,female,
p2196_bolly,woman,female,earning more than husband
p2197_bolly,woman,female,earning more than her husband
p2198_bolly,speaker,,sister's marriage
p2199_bolly,parents,,making decisions for their children
p2200_bolly,speaker,male,his talent in painting
p2201_bolly,speaker,male,his own talent
p2202_bolly,husband,male,having the speaker as his wife
p2203_bolly,,,
p2204_bolly,Doctor,male,
p2205_bolly,Commissioner Gaitonde,male,facing death bravely
p2206_bolly,flower,,
p2207_bolly,flower,,
p2208_bolly,speaker,male,helping a traditional girl
p2209_bolly,second speaker,,standing up for animal rights
p2210_bolly,Sonia,female,achieving power and post
p2211_bolly,Abhay,male,accomplishment for the country
p2212_bolly,Papa and Mama,male and female,their child
p2213_bolly,parents,,their child
p2214_bolly,speaker,male,financial success
p2215_bolly,Shirani,female,being the bride
p2216_bolly,daughter,female,challenging societal norms
p2217_bolly,Papa,male,wife's behavior
p2218_bolly,husband,male,wife
p2219_bolly,son-in-law,male,saved family honour
p2220_bolly,HR,male,representing country internationally
p2221_bolly,HR,male,representing country abroad
p2222_bolly,Pathan,male,his actions and decisions
p2223_bolly,brother and papa,male,maintaining their ego and pride
p2224_bolly,brother and papa,male,maintaining their ego
p2225_bolly,Pathan,male,his actions and decisions
p2226_bolly,brother and papa,male,maintaining their ego
p2227_bolly,brother and papa,male,maintaining their ego
p2228_bolly,,,
p2229_bolly,baby,,
p2230_bolly,server,,providing good service
p2231_bolly,speaker,male,providing employment to a marginalized woman
p2232_bolly,Kanpour Broadway cinema,,
p2233_bolly,family,,
p2234_bolly,speaker,gender not explicit,ruining everything out of love
p2235_bolly,,,
p2236_bolly,Alia,female,improving her French accent
p2237_bolly,speaker,,Sacrifice for country
p2238_bolly,speaker,,
p2239_bolly,speaker,,duty fulfillment
p2240_bolly,I music,,association with a successful musician
p2241_bolly,He,male,his work in music
p2242_bolly,speaker,,love for the homeland
p2243_bolly,speaker,,
p2244_bolly,,,
p2245_bolly,Naveen,male,
p2246_bolly,Farhad's parent,male,honesty of son
p2247_bolly,lingerie salesman,male,speaking the truth
p2248_bolly,Farhad,male,
p2249_bolly,Shiva,male,doing what he feels is right
p2250_bolly,Maniyaa,male,doing what is right
p2251_bolly,we,,contribution to the city
p2252_bolly,Professor,male,personal achievement
p2253_bolly,speaker,male,love for someone
p2254_bolly,,,
p2255_bolly,second speaker,male,insult to his pride
p2256_bolly,mother,female,son's achievement
p2257_bolly,Mita Matu,female,admiration for ACP S.S. Khan
p2258_bolly,Mita Matu,female,ACP S S. Khan's protection
p2259_bolly,unknown,unknown,possession of a rare item
p2260_bolly,Raju,male,taking care of mother
p2261_bolly,wife,female,having a husband to be proud of
p2262_bolly,Mr. Jayraj Randhawa,male,Launch of a new high-speed internet service
p2263_bolly,speaker,,Vimla's health improvement
p2264_bolly,U R jindal,male,Achievements and contributions
p2265_bolly,unknown,unknown,
p2266_bolly,sir,male,Yash's business deal
p2267_bolly,,,
p2268_bolly,speaker,,
p2269_bolly,speaker,,Protecting nation's honor
p2270_bolly,child,,protecting the country
p2271_bolly,Samar,male,warrior ship and intellect
p2272_bolly,mother,female,son's bravery and martyrdom
p2273_bolly,father,male,son's bravery and honour to country
p2274_bolly,speaker,,defending the country
p2275_bolly,speaker,,patriotism and defending the country
p2276_bolly,<speaker,,
p2277_bolly,<speaker,,
p2278_bolly,speaker,male,having a simple and good daughter
p2279_bolly,son,male,mother's strength and sacrifice
p2280_bolly,Dhiraj,male,father's bravery
p2281_bolly,aunty,female,sons' achievements
p2282_bolly,Tawde,male,bringing justice
p2283_bolly,Madam,Female,Western fashion and attitude
p2284_bolly,speaker,,
p2285_bolly,Singh,male,sudden change in fortune
p2286_bolly,Rangeela,male,distributing money amongst the poor
p2287_bolly,friends,,extraordinary friendship
p2288_bolly,friends,,extraordinary friendship
p2289_bolly,Singh,male,extraordinary friendship and laughter
p2290_bolly,Singh,male,extraordinary friendship
p2291_bolly,Singhs,male,bravery and sacrifice
p2292_bolly,Prakash Rao,male,
p2293_bolly,teacher,,student's achievement
p2294_bolly,daughter,female,father's changed thinking
p2295_bolly,speaker,male,wealth and property
p2296_bolly,Geeta,female,power of memories and fire of vengeance
p2297_bolly,department,,handling difficult situations
p2298_bolly,sister,female,brother's professional achievement
p2299_bolly,speaker,,parents maintaining their image
p2300_bolly,mother,female,son's actions to restore family honor
p2301_bolly,son of Vijay Malhotra,male,being son of a martyr
p2302_bolly,mother,female,son's actions to restore family honor
p2303_bolly,son,male,being the son of a martyr
p2304_bolly,,,
p2305_bolly,<speaker,,
p2306_bolly,,,
p2307_bolly,,,
p2308_bolly,father,male,
p2309_bolly,grandfather,male,Usha's gold medal achievement
p2310_bolly,speaker,male,respecting and upholding family name
p2311_bolly,speaker,,sacrifice for mother
p2312_bolly,speaker,,sacrifice for relationship
p2313_bolly,speaker,,sacrifice for relationships and law
p2314_bolly,uncle Bhairav,male,future actress
p2315_bolly,speaker,,Hockey achievement
p2316_bolly,,,
p2317_bolly,Urmila's sister-in-law,female,studying I.A.S
p2318_bolly,Bhanu Pratap Thakur,male,son's success and respect
p2319_bolly,speaker,male,
p2320_bolly,Urmila's sister-in-law,female,studying I.A.S
p2321_bolly,Bhanu Pratap Thakur,male,son's renown and respect for him
p2322_bolly,wife,female,being spouse
p2323_bolly,husband,male,wife
p2324_bolly,Shyam,male,his wife
p2325_bolly,Shyam,male,
p2326_bolly,Shyam,male,
p2327_bolly,speaker 1,,bravery and selflessness
p2328_bolly,ma'am,female,saving others' lives
p2329_bolly,Tina,female,owning a wonderful dress
p2330_bolly,character,male,territorial dominance
p2331_bolly,both of us,,successful business
p2332_bolly,,,
p2333_bolly,,,
p2334_bolly,Dean Vasisht,male,students' achievements
p2335_bolly,Rohan Nanda,male,Achieving father's expectations
p2336_bolly,Radha,female,
p2337_bolly,widow,female,
p2338_bolly,mother,female,son's martyrdom
p2339_bolly,Sultan Ali Khan,male,Sports achievement
p2340_bolly,Gyan,male,Sultan's achievements
p2341_bolly,Sultan Ali Khan,male,Winning a competition
p2342_bolly,first speaker,,having a girlfriend
p2343_bolly,Sultan,male,
p2344_bolly,speaker,,
p2345_bolly,Sultan Ali Khan,male,Wrestling achievement
p2346_bolly,speaker 1,male,son's achievement in establishing a blood bank
p2347_bolly,mom,female,son's achievement in filmmaking
p2348_bolly,,,
p2349_bolly,narrator,,
p2350_bolly,speaker,male,son's achievements
p2351_bolly,God,male,having a son to carry on family legacy
p2352_bolly,Chaudhary,male,making village prosperous
p2353_bolly,princess,female,power and control over people
p2354_bolly,princess,female,
p2355_bolly,Saudamini,female,
p2356_bolly,character,female,inability to connect with husband and his house
p2357_bolly,father,male,becoming a father
p2358_bolly,father,male,son's success and progress
p2359_bolly,father,male,son's cunningness and criminal activities
p2360_bolly,groom,male,being an NRI
p2361_bolly,Daddy,male,
p2362_bolly,tara babu,male,holding on to ideals even in adversity
p2363_bolly,Vikrant Kapur,male,
p2364_bolly,General,male,maintaining age-old tradition
p2365_bolly,Krishna Rao,male,ability to kill Dong
p2366_bolly,speaker,male,pride of nation
p2367_bolly,Dong,male,
p2368_bolly,commander,male,protecting borders and countering terrorism
p2369_bolly,Dharamsingh,male,recognition by the Indian army
p2370_bolly,ordinary girl,female,love
p2371_bolly,empress,female,her kingdom
p2372_bolly,Mr. Kumar,male,solving cases
p2373_bolly,speaker,male,wife's household management and child care
p2374_bolly,,,
p2375_bolly,second speaker,,love for the first speaker
p2376_bolly,Mika,male,love
p2377_bolly,Ivlajnu,male,
p2378_bolly,Papa,male,son's college admission
p2379_bolly,middle-man,male,being mediocre
p2380_bolly,,,
p2381_bolly,Ram Narain,male,daughter's beauty and style
p2382_bolly,real tailor,male,
p2383_bolly,Aurangzeb,male,capturing forts and expanding reign
p2384_bolly,,,
p2385_bolly,warriors,,Achieving Swaraj self-rule)
p2386_bolly,warriors,,Achieving Swaraj self-rule)
p2387_bolly,Marathas,,Shivaji Raje's actions and values
p2388_bolly,Sahukar,male,safeguarding and supporting the honour of women and homes
p2389_bolly,Shivaji Raje,male,safeguarding and supporting the honour of women and homes
p2390_bolly,Aurangzeb,male,capturing forts and expanding reign
p2391_bolly,Swaraj,,Capturing Kondhana
p2392_bolly,speaker,,Achieving Swaraj self-rule)
p2393_bolly,warriors,,Achieving Swaraj self-rule)
p2394_bolly,Shivaji Raje,male,safeguarding and supporting the honour of women and homes
p2395_bolly,Sahukar,male,safeguarding and supporting the honour of women and homes
p2396_bolly,Shivaji Raje,male,safeguarding and supporting the honour of women and homes
p2397_bolly,Pappi,female,beauty
p2398_bolly,Pappi,male,
p2399_bolly,subject,female,academic achievement
p2400_bolly,Champ,male,victory symbolized by scar
p2401_bolly,Apa,male,
p2402_bolly,Bhaiyyaji,male,personal success and rise from humble beginnings
p2403_bolly,Bhaiyyaji,male,personal success and growth
p2404_bolly,lawyer,male,legal manipulation
p2405_bolly,speaker,,musical talent
p2406_bolly,Tees Maar Khan,male,
p2407_bolly,,,
p2408_bolly,,,
p2409_bolly,family,male,maintaining family reputation
p2410_bolly,family,,dance
p2411_bolly,wife,female,husband's professional achievement
p2412_bolly,ACP,male,
p2413_bolly,father,male,mother's fame
p2414_bolly,,,
p2415_bolly,character,,having perfect parents
p2416_bolly,frivolous boy,male,being compared to Taj Mahal
p2417_bolly,frivolous boy,male,
p2418_bolly,brother,male,standing up against disrespect
p2419_bolly,speaker,,international fame
p2420_bolly,speaker,,being with the listener on an important day
p2421_bolly,wife,female,
p2422_bolly,father,male,son's bravery
p2423_bolly,father,male,son's bravery
p2424_bolly,Aslam,male,having good friends
p2425_bolly,Sharma Senior,male,making good Churros
p2426_bolly,speaker,,being conquered by someone
p2427_bolly,speaker,,Being conquered by someone
p2428_bolly,speaker,,being conquered by someone
p2429_bolly,speaker,,being conquered by someone
p2430_bolly,Nahar,male,Ishan's success
p2431_bolly,Ishan,male,courage
p2432_bolly,Nahar,male,bravery and courage
p2433_bolly,Father,male,bravery of the child
p2434_bolly,son,male,being part of his father
p2435_bolly,Sanjana,female,
p2436_bolly,Sanjana,female,
p2437_bolly,speaker 2,,love for Raj
p2438_bolly,speaker,,handling situation with confidence
p2439_bolly,speaker,,
p2440_bolly,Arjun Varma,male,Being a soldier
p2441_bolly,speaker,male,defending country
p2442_bolly,classroom-theory' officer,male,military success
p2443_bolly,Sir,male,bravery and service to the country
p2444_bolly,soldier,male,serve their nation
p2445_bolly,,,
p2446_bolly,,,
p2447_bolly,parents,male,getting a good son-in-law
p2448_bolly,speaker,,patriotism
p2449_bolly,speaker,,patriotism
p2450_bolly,character,,dedication to motherland
p2451_bolly,,,
p2452_bolly,brother,male,bravery and patriotism
p2453_bolly,guru,male,honesty
p2454_bolly,boss,,
p2455_bolly,player,,outstanding performance in match
p2456_bolly,Zoya,female,Shivy's sports achievement
p2457_bolly,Changez,male,
p2458_bolly,second speaker,,being an artistic project
p2459_bolly,second speaker,,being an artistic project
p2460_bolly,first speaker,,being an artistic project
p2461_bolly,speaker,,Achieving success
p2462_bolly,Ashish,male,bringing happiness to home
p2463_bolly,son Ashish,male,bringing happiness and fulfilling a vow
p2464_bolly,,,
p2465_bolly,Kshitij,male,
p2466_bolly,Kapil,male,extraordinary achievement of children
p2467_bolly,Niren Chaudhary,male,Donating money for a cause
p2468_bolly,Nima,female,husband's happiness
p2469_bolly,Nima,female,husband's happiness
p2470_bolly,diamond cutter,male,trust from a client
p2471_bolly,wife,female,standing up for herself
p2472_bolly,Veena's husband,male,
p2473_bolly,Arun,male,
p2474_bolly,husband,male,wife's aggressive behavior
p2475_bolly,speaker,,Achieving goals
p2476_bolly,speaker,,
p2477_bolly,Dad,male,being his son
p2478_bolly,you',,personal achievement
p2479_bolly,,,
p2480_bolly,Bapu,male,his dark moustache
p2481_bolly,Mangala,male,
p2482_bolly,speaker,,patriotism
p2483_bolly,military force,,overcoming challenges/defeat
p2484_bolly,men,male,not knocking before entering
p2485_bolly,Keshav,male,wife not defecating in open
p2486_bolly,father,male,daughter's achievement
p2487_bolly,speaker,,stopping open defecation
p2488_bolly,father,male,defecating in open
p2489_bolly,she,female,having a toilet
p2490_bolly,,,
p2491_bolly,<NA,,
p2492_bolly,Shiva,male,Blessing with magical powers
p2493_bolly,Shiva,male,Blessing of magical powers
p2494_bolly,father,male,keeping promises
p2495_bolly,Sitaram Choudhary,male,son's betrayal
p2496_bolly,mountains,,
p2497_bolly,Grandpa,male,
p2498_bolly,Grandpa,male,son's separation
p2499_bolly,Vasu,male,stepping down from his pride
p2500_bolly,man,male,having a good friend
p2501_bolly,JassL,male,wearing crew tee
p2502_bolly,character,male,his job as a police officer
p2503_bolly,speaker,male,unknown plan
p2504_bolly,Daddy,male,
p2505_bolly,Khanum sahib,male,showing bravery and taking responsibility
p2506_bolly,Khanum sahib,male,showing bravery and leadership
p2507_bolly,Gaurav,male,being named by parents
p2508_bolly,Captain Sartaj,male,Major Karen's performance
p2509_bolly,team,not specified,bravery and stopping terrorists
p2510_bolly,sir,male,successful operation
p2511_bolly,speaker,,
p2512_bolly,speaker,,personal achievement
p2513_bolly,speaker,,
p2514_bolly,Paras,,having daughters
p2515_bolly,speaker,,rich and varied culture of country
p2516_bolly,speaker,,carrying forward father's heritage
p2517_bolly,speaker,,ability to manipulate truth
p2518_bolly,King Harsh wardhan,male,acknowledging Eklavya as his father
p2519_bolly,papa,male,
p2520_bolly,second speaker,,wealth
p2521_bolly,Crown princess Yashodhara,female,fulfilling duty and saving the clan
p2522_bolly,king,male,Organising traditional event
p2523_bolly,family,,son's achievements
p2524_bolly,family,,son's achievements
p2525_bolly,Vermaji,male,British independence
p2526_bolly,,,
p2527_bolly,speaker,,
p2528_bolly,Savarkar,male,
p2529_bolly,speaker,gender not specified,creation of a Hindu nation
p2530_bolly,speaker,,saving lives
p2531_bolly,character,female,helping someone attain salvation
p2532_bolly,speaker,,noble work of saving lives
p2533_bolly,person being addressed,,saving the urn
p2534_bolly,Father,male,development of his village
p2535_bolly,Jehangir Hayaat Khan,male,respect power and glory
p2536_bolly,Zaara,female,love
p2537_bolly,speaker,,teaching value of truth and justice
p2538_bolly,speaker,,saving lives
p2539_bolly,character,female,helping someone attain salvation
p2540_bolly,speaker,,noble work of saving lives
p2541_bolly,person apologizing,,saving the urn
p2542_bolly,Father,male,development of his village
p2543_bolly,Jehangir Hayaat Khan,male,respect power and glory
p2544_bolly,Zaara,female,love
p2545_bolly,speaker,,teaching value of truth and justice
p2546_bolly,father,male,
p2547_bolly,,,
p2548_bolly,father,male,ensuring daughter's marriage
p2549_bolly,community,,maintaining community's reputation
p2550_bolly,father,male,atonement for past mistakes
p2551_bolly,Vicky Arora,male,son becoming Prime Minister
p2552_bolly,Vijay,male,being selected as one of the 11 players
p2553_bolly,Viju's parent,,son's sports achievement
p2554_bolly,Vijay,male,Sports achievement
p2555_bolly,speaker,,Vijay Shekhawat's cricket achievement
p2556_bolly,Vijay Shekhawat,male,Winning the ICC one day international player of the year
p2557_bolly,Andy,male,biggest sports deal ever in India
p2558_bolly,Vedpal,male,earning honestly and cricket achievement
p2559_bolly,speaker,female,self-respect
p2560_bolly,grandson,male,grandfather's surrender to law
p2561_bolly,grandson,male,
p2562_bolly,father,male,son's achievements
p2563_bolly,man,male,bravery and duty as a police officer
p2564_bolly,father,male,son's achievements
p2565_bolly,man,male,bravery and duty as a police officer
p2566_bolly,Lala Kedarnath,male,being the pride of the city
p2567_bolly,Renu,female,Being called someone's own
p2568_bolly,Renu,female,Being called someone's own
p2569_bolly,speaker,,being called someone's own
p2570_bolly,speaker,,being loved by the partner
p2571_bolly,someone,,being called own by someone
p2572_bolly,someone,,being called own by someone
p2573_bolly,Mr. Raja,male,declaring Ravi's true identity
p2574_bolly,Vijay's mother,female,son's honesty
p2575_bolly,Vijay's mother,female,son's honesty
p2576_bolly,daddy,male,
p2577_bolly,Aditya,male,
p2578_bolly,,,
p2579_bolly,,,
p2580_bolly,speaker,,proving speaker wrong
p2581_bolly,Khalid,male,
p2582_bolly,Punjabis,,Being at the bar
p2583_bolly,Mr. Khurana,male,son's achievement
p2584_bolly,speaker,,Democracy
p2585_bolly,speaker,,Democracy
p2586_bolly,speaker,,democracy
p2587_bolly,speaker,,Democracy
p2588_bolly,sister,female,niece's modeling job
p2589_bolly,speaker,,students' graduation
p2590_bolly,speaker,,students' graduation
p2591_bolly,daughter,female,defending father's pride
p2592_bolly,Shankar's father,male,acquiring valuable necklace
p2593_bolly,speaker,,sister's marriage into a respectable family
p2594_bolly,sir,male,protecting the honor of the country
p2595_bolly,son,male,country's flag fluttering with pride
p2596_bolly,Nikhil,male,status and wealth
p2597_bolly,sister-in-law,female,
p2598_bolly,sister-in-law,female,
p2599_bolly,grandpa,male,
p2600_bolly,speaker,,Friendship
p2601_bolly,Shankar,male,Friendship
p2602_bolly,You',male,showing off
p2603_bolly,father,male,daughter's transformation
p2604_bolly,first speaker,,self-dedication of book
p2605_bolly,Vikrant,male,birth of his daughter
p2606_bolly,father,male,son's growth and maturity
p2607_bolly,Yadav,male,
p2608_bolly,I.G.,male,protecting the son who is the pride of the country
p2609_bolly,father,male,daughter's transformation
p2610_bolly,Indians and people of Indian origin all over the world,,Indian winning prestigious award
p2611_bolly,father,male,son's success
p2612_bolly,father,male,son's success
p2613_bolly,speaker 1,,wealth
p2614_bolly,speaker 1,,wealth
p2615_bolly,Yashwant Lohar,male,mutual respect and accomplishment in relationship
p2616_bolly,,,
p2617_bolly,speaker 2,,son's determination
p2618_bolly,Deputy Prime Minister,male,Representing ancient civilization
p2619_bolly,Vikram,male,dedication to his work
p2620_bolly,Subhash Chandra Bose Pomkin Chandra Chattopadhya Sharad Chandra Satyajit Ray Saurav Ganguly Sushmita Sen,male and female,Achievements in various fields
p2621_bolly,father,male,social service and patriotism
p2622_bolly,sister,female,political participation
p2623_bolly,Principal,,Scholarship achievement
p2624_bolly,,,
p2625_bolly,son,male,power of God
p2626_bolly,son,male,his own strength and hard work
p2627_bolly,,,
p2628_bolly,Siddharth,male,
p2629_bolly,Ajay,male,writing a book about his experiences
p2630_bolly,Anand,male,being son of his mother
p2631_bolly,Ajay,male,mother's enduring love
p2632_bolly,Anand,male,being son of his mother
p2633_bolly,<NA,,
p2634_bolly,heart,,
p2635_bolly,Tiger,male,living life with pride
p2636_bolly,,,
p2637_bolly,labourer,male,hard work and contribution to wealth creation
p2638_bolly,sons of the soil,male,protecting the motherland
p2639_bolly,Siddharth,male,
p2640_bolly,Amity Global School,,Student's scientific achievements
p2641_bolly,minister,male,
p2642_bolly,Master,male,students' academic success
p2643_bolly,Pritam,male,
p2644_bolly,speaker,,"creating a successful business and a ""monster"""
p2645_bolly,Bala,male,creating a successful business and a 'monster'
p2646_bolly,father,male,son's sensibility
p2647_bolly,Siddhath,male,
p2648_bolly,son,male,Accomplishing something great
p2649_bolly,speaker,,friend's actions against terrorism
p2650_bolly,Suleiman,male,Zubeida's success
p2651_bolly,Daddy,male,son's job appointment
p2652_bolly,Daddy,male,son's job appointment
p2653_bolly,second speaker,male,bravery
p2654_bolly,Sumitra,female,Raj's achievements
p2655_bolly,uncle,male,killing a criminal
p2656_bolly,father,male,loss of pride and son
p2657_bolly,father,male,children's marital reconciliation
p2658_bolly,relative,,personal achievement
p2659_bolly,,,
p2660_bolly,,,
p2661_bolly,politician,male,ego and pride
p2662_bolly,Dr Dang,male,tricolor
p2663_bolly,Dr Dang,male,Indian tricolor
p2664_bolly,speaker,male,protecting national flag
p2665_bolly,Dad,male,standing up for sister's rights
p2666_bolly,speaker,male,being poor
p2667_bolly,poor man,male,wife's beauty
p2668_bolly,husband,male,wife's appearance
p2669_bolly,father,male,son earning money
p2670_bolly,father,male,son's honesty
p2671_bolly,speaker,,Nirmala's marriage
p2672_bolly,husband,male,providing property and business
p2673_bolly,mother,female,seeing her child grow
p2674_bolly,King Shahu Maharaj,male,Peshwa Bajirao's righteousness and duty
p2675_bolly,dancer,female,her beauty
p2676_bolly,warriors,,victory over enemy
p2677_bolly,father,male,son's respect for women
p2678_bolly,My Lord,male,
p2679_bolly,speaker 1,gender not explicit,daughter
p2680_bolly,speaker,,self-made identity
p2681_bolly,speaker,gender not explicit,standing beside God
p2682_bolly,speaker,gender not explicit,standing beside God
p2683_bolly,Shahid,male,standing beside God
p2684_bolly,,,
p2685_bolly,speaker,,
p2686_bolly,,,
p2687_bolly,Ghuman Uncle,male,people naming their sons after him
p2688_bolly,Ghuman Uncle,male,people naming their sons after him
p2689_bolly,second speaker,,wealth
p2690_bolly,speaker 1,,wealth
p2691_bolly,chief guest,,bravery and service to the country
p2692_bolly,son,male,being the son of a devoted mother
p2693_bolly,soldier,male,opportunity to serve nation
p2694_bolly,father,male,son's military achievement
p2695_bolly,mother,female,son becoming a soldier
p2696_bolly,grandfather,male,grandson joining the army
p2697_bolly,Major,male,association for security in Amarnath and gallantry award
p2698_bolly,Kunal,male,
p2699_bolly,Shirani,female,being the bride
p2700_bolly,,,
p2701_bolly,<NA,,
p2702_bolly,,,
p2703_bolly,Nahe,male,Football achievement
p2704_bolly,Sameer's brothers,male,avenging a death
p2705_bolly,speaker 1,,potential to win in Olympics
p2706_bolly,speaker,,Sports achievement
p2707_bolly,speaker,male,partner's fame
p2708_bolly,Raju,male,
p2709_bolly,Gul Khan,male,Winning the Bookers' award
p2710_bolly,Ramcharan Dubey,male,being a product of his parents' love
p2711_bolly,Leelaram,male,being the only person in the village who has attended college
p2712_bolly,grandfather,male,becoming a successful lawyer
p2713_bolly,<woman,female,marrying the man
p2714_bolly,woman,female,marrying the man
p2715_bolly,Zia,female,pregnancy
p2716_bolly,,,
p2717_bolly,,,
p2718_bolly,speaker,gender not explicit,owning a boat
p2719_bolly,Nikhil Arora,male,
p2720_bolly,Ambar,male,
p2721_bolly,speaker 2,,speaker 1's achievement
p2722_bolly,customer,male,
p2723_bolly,Adaa,female,being in love with a faithful officer of the Indian Army
p2724_bolly,speaker,,friend's selflessness
p2725_bolly,speaker,,love for beloved
p2726_bolly,speaker,,Tamanna's work
p2727_bolly,speaker,,supporting a friend with HIV
p2728_bolly,speaker,male,breaking the pride of girl's father
p2729_bolly,recognized officer,,being a secret service officer
p2730_bolly,<friends,,
p2731_bolly,brother,male,sister-in-law's film success
p2732_bolly,girl's parents,,daughter's education
p2733_bolly,Sunil,male,bravery and successful execution of task
p2734_bolly,,,
p2735_bolly,papa,male,Accompanying him for a walk
p2736_bolly,speaker,,walking together with father
p2737_bolly,speaker,,
p2738_bolly,Gattu,male,losing a big car
p2739_bolly,Tej Khullar and Ashok Arora,male,
p2740_bolly,Vijay Kapoor,male,his son's capabilities
p2741_bolly,Papa,male,
p2742_bolly,father,male,daughter's victory
p2743_bolly,Another Indian,,Making country proud
p2744_bolly,,,
p2745_bolly,,,
p2746_bolly,monkey,male,weapons
p2747_bolly,Hyderbhai,male,following father's path and Gandhi's principles
p2748_bolly,king,male,his wealth and beautiful wife
p2749_bolly,principal,male,student's academic achievement
p2750_bolly,Rani,female,wearing the most expensive dress of the palace
p2751_bolly,Rishi,male,
p2752_bolly,speaker,,Rishi's actions
p2753_bolly,speaker,,horse's racing victories
p2754_bolly,speaker,female,being respected by her husband
p2755_bolly,workers,,working for a great man
p2756_bolly,grandfather,male,carrying forth family traditions
p2757_bolly,Amar,male,patriotism
p2758_bolly,Khan,male,arresting Christo
p2759_bolly,Khan,male,arresting a criminal
p2760_bolly,,,
p2761_bolly,,,
p2762_bolly,child,,father's achievement
p2763_bolly,speaker,,parents' courage
p2764_bolly,speaker,,being parents
p2765_bolly,speaker,male,support and inspiration from Flavy
p2766_bolly,,,
p2767_bolly,speaker,male,getting a good mother-in-law and marrying Esha
p2768_bolly,husband,male,wife's remarriage
p2769_bolly,boy's family,,
p2770_bolly,Ravana,male,having a divine woman in his palace
p2771_bolly,speaker,,child's growth and intelligence
p2772_bolly,Zakeerusain,male,Being Indian first before religious identity
p2773_bolly,department,,sacrifice for duties
p2774_bolly,Mr inspector,male,
p2775_bolly,artist,male,creating a statue that commands respect
p2776_bolly,,,
p2777_bolly,Emperor,male,maintaining the honour of the Mughals
p2778_bolly,Noor-u-Din Mohammed Salim,male,choosing his own queen
p2779_bolly,Queen of the Rajpoot wives,female,uphold family honor
p2780_bolly,speaker,,having supportive siblings
p2781_bolly,Rathod,male,his own power and influence
p2782_bolly,father,male,child's intelligence and discernment
p2783_bolly,,,
p2784_bolly,,,
p2785_bolly,,,
p2786_bolly,,,
p2787_bolly,,,
p2788_bolly,,,
p2789_bolly,,,
p2790_bolly,you,,love for the land
p2791_bolly,you,,love for the land
p2792_bolly,character,male,serving in the Israeli defense forces
